,text,code,party,label,party_code
4552,"To make that nation accountable to its citizens' needs and aspirations, much work remains to be done.",201,R,freedom & human rights,1
4553,"Only by allowing the Chinese people to think, speak, assemble, and worship freely can China reach its full potential.",201,R,freedom & human rights,1
4554,China has discovered that economic freedom leads to national wealth.,401,R,free market economy,1
4555,China's leaders will also discover that freedom is indivisible - that social and religious freedoms are also essential to national greatness and national dignity.,201,R,freedom & human rights,1
4556,"Eventually, men and women who are allowed to control their own wealth will insist on controlling their own lives and their own country.",201,R,freedom & human rights,1
4557,"Our important bilateral trade relationship has benefited from China's entry into the World Trade Organization, creating export opportunities and jobs for American farmers, workers, and companies.",401,R,free market economy,1
4558,The power of market principles and the WTO's requirements for transparency and accountability have bolstered openness and the rule of law in China.,401,R,free market economy,1
4559,Republicans support the commitment of President Bush and Republicans in Congress to ensure that China fulfills its WTO obligations.,401,R,free market economy,1
4560,"There are, however, other areas in which we have profound disagreements, including human rights, China's observance of its nonproliferation commitments, and America's commitment to the self-defense of Taiwan under the Taiwan Relations Act.",201,R,freedom & human rights,1
4561,We support President Bush's efforts to narrow differences where they exist but not to allow them to preclude cooperation where there is agreement.,101,R,foreign special +,1
4562,"The United States government's policy is that there is one China, as reflected in the three communiqués and the Taiwan Relations Act.",101,R,foreign special +,1
4563,America opposes any unilateral decision by either China or Taiwan to change the status quo.,101,R,foreign special +,1
4564,Republicans recognize that America's policy is based on the principle that there must be no use of force by China against Taiwan.,101,R,foreign special +,1
4565,We deny the right of Beijing to impose its rule on the free Taiwanese people.,106,R,peace,1
4566,All issues regarding Taiwan's future must be resolved peacefully and must be agreeable to the people of Taiwan.,104,R,military +,1
4567,"If China violates these principles and attacks Taiwan, then the United States will respond appropriately in accordance with the Taiwan Relations Act.",104,R,military +,1
4568,America will help Taiwan defend itself.,104,R,military +,1
4569,"Republicans applaud President Bush and the Republican Congress for honoring our nation's promises to the people of Taiwan, a longstanding friend of the United States and a genuine democracy.",101,R,foreign special +,1
4570,"Taiwan deserves America's strong support, including the timely sale of defensive arms to enhance Taiwan's security.",101,R,foreign special +,1
